region,country_code,country_name,city_name,event_area,month,event_name,event_type,description,event_url,enabled,display_order
EUROPE,FR,프랑스,파리,"파리 주요 문화유산 건축물, 박물관, 관공서 등",9,유럽 문화유산의 날,CULTURE,"유럽 전역에서 열리는 문화유산 개방 행사입니다. 파리에서는 평소 접근하기 어려운 역사 건축물, 관공서, 문화시설을 특별 개방해 도시의 문화유산을 깊이 있게 볼 수 있습니다.",https://journeesdupatrimoine.culture.gouv.fr/,true,15
EUROPE,FR,프랑스,파리,파리 시내 공원과 정원,9,파리 정원 축제,NATURE,"파리 시내 공원과 정원에서 열리는 자연·정원 중심 행사입니다. 정원 산책, 도시 자연 체험, 가족 프로그램 등을 통해 파리의 녹지 공간을 즐길 수 있습니다.",https://www.paris.fr/evenements/fete-des-jardins-vive-la-nature-en-ville-88862,true,16
EUROPE,FR,프랑스,파리,"몽마르트 언덕, 18구 일대",10,몽마르트 포도수확 축제,FOOD_FESTIVAL,"몽마르트의 포도 수확 전통을 기념하는 파리 대표 지역 축제입니다. 퍼레이드, 시음, 공연, 지역 음식 행사가 함께 열려 몽마르트 특유의 축제 분위기를 느낄 수 있습니다.",https://fetedesvendangesdemontmartre.com/,true,17
EUROPE,FR,프랑스,파리,그랑 팔레,10,아트 바젤 파리,ART,그랑 팔레에서 열리는 세계적인 현대미술 페어입니다. 국제 갤러리와 현대미술 작품을 중심으로 파리의 가을 예술 분위기를 경험할 수 있습니다.,https://www.artbasel.com/?lang=en,true,18
EUROPE,FR,프랑스,파리,파리 엑스포 포르트 드 베르사유,10,살롱 뒤 쇼콜라,FOOD,"초콜릿과 페이스트리를 주제로 한 파리의 대표 식문화 행사입니다. 세계 각국의 초콜릿 브랜드, 디저트, 시연 프로그램을 통해 달콤한 미식 경험을 할 수 있습니다.",https://www.salon-du-chocolat.com/en,true,19
EUROPE,FR,프랑스,파리,"샹젤리제, 방돔광장, 몽테뉴가, 백화점 쇼윈도 등",11,파리 크리스마스 일루미네이션 시즌,SEASON,"11월 중순부터 파리 주요 거리와 광장, 백화점 쇼윈도에서 시작되는 크리스마스 조명 시즌입니다. 연말 여행 분위기를 가장 먼저 느낄 수 있는 겨울 시즌 이벤트입니다.",https://parisjetaime.com/eng/article/christmas-lights-in-paris-a016,true,20
EUROPE,FR,프랑스,파리,"샹젤리제, 방돔광장, 몽테뉴가, 백화점 쇼윈도 등",12,파리 크리스마스 일루미네이션 시즌,SEASON,"12월 파리 전역에서 이어지는 크리스마스 조명 시즌입니다. 샹젤리제와 주요 백화점, 광장 일대의 장식과 조명으로 겨울 파리의 대표적인 야경을 즐길 수 있습니다.",https://parisjetaime.com/eng/article/christmas-lights-in-paris-a016,true,21
EUROPE,FR,프랑스,파리,"튈르리 정원, 노트르담 주변, 라데팡스 등",12,파리 크리스마스 마켓 시즌,SEASON,"12월 파리 곳곳에서 열리는 크리스마스 마켓 시즌입니다. 목조 부스, 겨울 간식, 수공예품, 연말 장식을 둘러보며 유럽식 겨울 분위기를 즐길 수 있습니다.",https://parisjetaime.com/eng/article/christmas-markets-in-paris-a018,true,22
EUROPE,FR,프랑스,니스,"마세나 광장, 알베르 1세 정원, 니스 시내 일대",1,니스 크리스마스 빌리지 시즌,SEASON,"니스 도심에서 크리스마스 마켓, 조명, 겨울 장식과 가족 행사를 즐길 수 있는 겨울 시즌 이벤트입니다. 보통 11월 말부터 1월 초까지 이어져 1월 초 여행에서도 축제 분위기를 느끼기 좋습니다.",https://cotedazurfrance.com/discover/christmas-on-the-cote-dazur/christmas-in-nice/,true,23
EUROPE,FR,프랑스,니스,"마세나 광장, 영국인의 산책로, 니스 도심 일대",2,니스 카니발,FESTIVAL,"니스의 대표 겨울 축제로 화려한 퍼레이드, 꽃 전쟁, 야간 행렬이 열립니다. 매년 주제를 바꿔 진행되는 프랑스 남부의 대표 카니발입니다.",https://www.nicecarnaval.com/en/2026-edition/official-programme/,true,24
EUROPE,FR,프랑스,니스,"망통, 비오베 정원과 시내 일대",2,망통 레몬축제,FESTIVAL,"니스 인근 망통에서 열리는 대표적인 겨울 축제로, 레몬과 감귤 조형물, 퍼레이드, 정원 전시를 즐길 수 있습니다. 공항 도시는 아니지만 니스 여행권에서 함께 보기 좋은 근교 행사입니다.",https://www.fete-du-citron.com/?lang=en,true,25
EUROPE,FR,프랑스,니스,시미에 아레나 정원,3,쿠그루동 축제,TRADITION,"시미에 지역에서 열리는 니스 전통 축제로, 쿠그루동 공예와 민속 음악, 전통 춤, 지역 음식 분위기를 함께 즐길 수 있습니다.",https://www.nice.fr/agenda/la-fete-des-cougourdons/20260329-1000/,true,26
EUROPE,FR,프랑스,니스,시미에 아레나 정원,5,니스 5월 축제,TRADITION,"봄을 맞아 시미에 정원에서 열리는 니스 전통 축제입니다. 민속 공연, 전통 춤, 가족 행사와 지역 분위기를 함께 느낄 수 있습니다.",https://www.nice.fr/la-fete-des-mai/,true,27
EUROPE,FR,프랑스,니스,니스 시립 박물관 및 문화시설 일대,5,유럽 박물관의 밤 니스,CULTURE,유럽 박물관의 밤 기간에 니스의 여러 박물관과 문화시설이 야간 개방과 특별 프로그램을 운영하는 문화 행사입니다.,https://www.nice.fr/nuit-europeenne-des-musees/,true,28
EUROPE,FR,프랑스,니스,"Le 109, 니스 현대문화공간 일대",5,크로스오버 페스티벌,CULTURE,"니스의 현대문화공간 Le 109를 중심으로 열리는 도시형 문화 페스티벌입니다. 음악과 공연, 현대적인 도시 문화 분위기를 함께 즐길 수 있습니다.",https://le109.nice.fr/programmation/crossover-festival-1,true,29
EUROPE,FR,프랑스,니스,"니스 시내 광장, 공원, 거리 공연장 일대",6,페트 드 라 뮈지크 니스,CULTURAL_FESTIVAL,"프랑스 전역에서 6월 21일 열리는 음악 축제로, 니스에서도 거리와 광장 곳곳에서 무료 공연과 야외 음악 행사가 진행됩니다.",https://fetedelamusique.culture.gouv.fr/,true,30
EUROPE,FR,프랑스,니스,"니스 항구, 노트르담 뒤 포르 성당 주변",6,니스 성 피에르 축제,RELIGIOUS_CULTURAL,"어부들의 수호성인 성 베드로를 기리는 전통 행사입니다. 미사, 행렬, 항구 주변 축제 분위기가 어우러지는 니스의 해양 전통 행사입니다.",https://www.nice.fr/agenda/fete-de-la-saint-pierre/20260627-1830/,true,31
EUROPE,FR,프랑스,니스,"니스 해변, 영국인의 산책로, 도심 일대",7,프랑스 혁명기념일 니스 시즌,NATIONAL_HOLIDAY,7월 14일 프랑스 혁명기념일을 맞아 니스 도심과 해변 일대에서 기념 분위기를 느낄 수 있는 국가 기념일 시즌입니다.,https://www.nice.fr/,true,32
EUROPE,FR,프랑스,니스,"칸, 크루아제트 해변과 만 일대",7,칸 불꽃 축제,FESTIVAL,니스 인근 칸에서 여름에 열리는 국제 불꽃 행사입니다. 공항 도시는 아니지만 니스 여행권에서 함께 방문하기 좋은 대표 여름 야간 이벤트입니다.,https://www.festival-pyrotechnique-cannes.com/,true,33
EUROPE,FR,프랑스,니스,"칸, 크루아제트 해변과 만 일대",8,칸 불꽃 축제,FESTIVAL,"7월부터 8월까지 이어지는 칸의 여름 불꽃 축제로, 니스 근교 여행 중 야간 이벤트로 즐기기 좋습니다.",https://www.festival-pyrotechnique-cannes.com/,true,34
EUROPE,FR,프랑스,니스,"니스 역사 지구, 박물관, 문화유산 시설 일대",9,유럽 문화유산의 날 니스,CULTURE,유럽 문화유산의 날 기간에 니스의 문화유산 시설과 역사 공간을 둘러볼 수 있는 문화 행사입니다.,https://www.nice.fr/journees-europeennes-du-patrimoine/,true,35
EUROPE,FR,프랑스,니스,"마세나 광장, 알베르 1세 정원, 니스 시내 일대",12,니스 크리스마스 시즌,SEASON,"니스 도심이 크리스마스 마켓과 조명, 겨울 장식으로 꾸며지는 연말 시즌 이벤트입니다. 남프랑스의 따뜻한 겨울 분위기와 축제 분위기를 함께 즐길 수 있습니다.",https://cotedazurfrance.com/discover/christmas-on-the-cote-dazur/christmas-in-nice/,true,36
EUROPE,FR,프랑스,리옹,푸르비에르 고대극장 일대,5,뉘 드 푸르비에르,CULTURE,"푸르비에르 고대극장을 중심으로 열리는 리옹의 대표 공연예술 축제입니다. 음악, 연극, 무용, 서커스 등 다양한 장르의 공연을 야외 고대극장에서 즐길 수 있습니다.",https://www.nuitsdefourviere.com/,true,37
EUROPE,FR,프랑스,리옹,푸르비에르 고대극장 일대,6,뉘 드 푸르비에르,CULTURE,"초여름부터 여름까지 이어지는 리옹 대표 공연예술 축제로, 고대극장이라는 독특한 공간에서 다양한 공연을 감상할 수 있습니다.",https://www.nuitsdefourviere.com/,true,38
EUROPE,FR,프랑스,리옹,"리옹 시청, 미술관, 문화공간 일대",6,리옹 BD 페스티벌,LITERATURE,"만화와 그래픽 노블을 중심으로 열리는 리옹의 국제 만화 축제입니다. 작가 만남, 전시, 사인회, 도시 곳곳의 문화 프로그램을 함께 즐길 수 있습니다.",https://www.lyonbd.com/,true,39
EUROPE,FR,프랑스,리옹,"리옹 시내 광장, 거리, 공원 일대",6,페트 드 라 뮈지크 리옹,CULTURAL_FESTIVAL,프랑스 전역의 음악 축제인 페트 드 라 뮈지크가 리옹에서도 열립니다. 도시 곳곳에서 무료 공연과 거리 음악을 즐길 수 있습니다.,https://www.lyon.fr/fete-de-la-musique,true,40
EUROPE,FR,프랑스,리옹,푸르비에르 고대극장 일대,7,뉘 드 푸르비에르,CULTURE,"리옹의 대표 여름 공연예술 축제로, 7월까지 고대극장 일대에서 공연과 문화 행사가 이어집니다.",https://www.nuitsdefourviere.com/,true,41
EUROPE,FR,프랑스,리옹,"리옹 전역의 공원, 광장, 야외 문화공간",7,투 르 몽드 드오르,CULTURE,"리옹 전역에서 열리는 여름 야외 문화 행사입니다. 공연, 영화, 워크숍, 거리 예술 등이 무료로 진행되어 여름 도시 분위기를 즐기기 좋습니다.",https://en.visiterlyon.com/out-and-about/what-s-on/festivals/tout-l-monde-dehors,true,42
EUROPE,FR,프랑스,리옹,"푸르비에르 언덕, 벨쿠르 광장 일대",7,프랑스 혁명기념일 리옹 시즌,NATIONAL_HOLIDAY,7월 14일 프랑스 혁명기념일을 맞아 리옹에서 기념 행사와 불꽃놀이를 즐길 수 있는 국가 기념일 시즌입니다.,https://en.visiterlyon.com/out-and-about/what-s-on/seasonal-festivities/lyon-fireworks-on-july-14th,true,43
EUROPE,FR,프랑스,리옹,"리옹 전역의 공원, 광장, 야외 문화공간",8,투 르 몽드 드오르,CULTURE,7월부터 8월까지 이어지는 리옹의 여름 야외 문화 프로그램입니다. 도시 곳곳의 무료 공연과 야외 행사를 통해 현지 여름 분위기를 느낄 수 있습니다.,https://en.visiterlyon.com/out-and-about/what-s-on/festivals/tout-l-monde-dehors,true,44
EUROPE,FR,프랑스,리옹,"리옹 구시가지, 박물관, 역사 건축물 일대",9,유럽 문화유산의 날 리옹,CULTURE,"유럽 문화유산의 날 기간에 리옹의 역사 건축물, 문화시설, 박물관을 특별 개방하거나 관련 프로그램을 운영하는 문화 행사입니다.",https://journeesdupatrimoine.culture.gouv.fr/,true,45
EUROPE,FR,프랑스,리옹,카르노 광장과 리옹 도심 일대,11,리옹 크리스마스 마켓 시즌,SEASON,리옹 도심에서 크리스마스 마켓과 연말 장식을 즐길 수 있는 겨울 시즌 이벤트입니다. 11월 말부터 12월까지 이어지는 연말 분위기를 느끼기 좋습니다.,https://en.visiterlyon.com/out-and-about/what-s-on/bon-plan/christmas-markets-in-lyon-and-the-surrounding-area,true,46
EUROPE,FR,프랑스,리옹,"리옹 도심, 푸르비에르 언덕, 주요 광장 일대",12,리옹 빛 축제,FESTIVAL,"리옹을 대표하는 겨울 빛 축제로, 도시 곳곳의 건물과 광장이 조명 예술 작품으로 꾸며집니다. 리옹의 대표적인 연말 문화 이벤트입니다.",https://www.fetedeslumieres.lyon.fr/fr,true,47
EUROPE,FR,프랑스,리옹,카르노 광장과 리옹 도심 일대,12,리옹 크리스마스 마켓 시즌,SEASON,"12월 리옹 도심에서 크리스마스 마켓과 연말 장식, 겨울 먹거리를 즐길 수 있는 시즌 이벤트입니다.",https://en.visiterlyon.com/out-and-about/what-s-on/bon-plan/christmas-markets-in-lyon-and-the-surrounding-area,true,48
EUROPE,FR,프랑스,마르세유,"카네비에르 거리, 구항 주변, 도심 일대",1,마르세유 산통 박람회,TRADITION,마르세유의 전통 성탄 장식인 산통을 만날 수 있는 겨울 전통 박람회입니다. 보통 11월 말부터 1월 초까지 이어져 연초에도 일부 시즌 분위기를 즐길 수 있습니다.,https://www.marseille-tourisme.com/en/vivez-marseille/blog-marseille/christmas-in-marseille/,true,49
EUROPE,FR,프랑스,마르세유,"생빅토르 수도원, 푸르 데 나베트 주변",2,마르세유 성촉절과 나베트 전통,RELIGIOUS_CULTURAL,성촉절을 맞아 생빅토르 수도원과 나베트 전통 빵을 중심으로 이어지는 마르세유의 종교·지역 전통 행사입니다.,https://www.marseille-tourisme.com/decouvrez-marseille/traditions/la-chandeleur-a-marseille/,true,50
EUROPE,FR,프랑스,마르세유,"마르세유 구항, 도심 행진 구간 일대",4,마르세유 카니발,FESTIVAL,마르세유 시에서 여는 봄 카니발입니다. 개최 시기와 장소가 해마다 달라질 수 있어 방문 전 공식 일정을 확인하는 것이 좋습니다.,https://www.marseille.fr/sports-loisirs/actualites/carnaval-de-marseille,true,51
EUROPE,FR,프랑스,마르세유,"라 크리에, 라 프리슈 벨 드 메, Mucem, 도심 문화공간 일대",6,마르세유 페스티벌,CULTURE,"마르세유 전역의 공연장과 공공 공간에서 열리는 현대 공연예술 축제입니다. 무용, 공연, 영화, 음악 등 다양한 문화 프로그램을 만날 수 있습니다.",https://www.festivaldemarseille.com/,true,52
EUROPE,FR,프랑스,마르세유,"마르세유 시내 거리, 광장, 문화공간 일대",6,페트 드 라 뮈지크 마르세유,CULTURAL_FESTIVAL,프랑스 전역에서 열리는 음악 축제인 페트 드 라 뮈지크가 마르세유에서도 진행됩니다. 도시 곳곳에서 무료 공연과 야외 음악을 즐길 수 있습니다.,https://fetedelamusique.culture.gouv.fr/,true,53
EUROPE,FR,프랑스,마르세유,파니에 지구 골목과 광장 일대,6,페트 뒤 파니에,STREET_FESTIVAL,"마르세유의 오래된 파니에 지구에서 열리는 지역 거리 축제입니다. 골목 공연, 주민 참여 행사, 음식과 문화 프로그램이 어우러지는 마을 축제 분위기를 느낄 수 있습니다.",https://www.marseille.fr/evenements/fetes-de-quartiers-panier-fete-des-ruelles,true,54
EUROPE,FR,프랑스,마르세유,프라도 해변 일대,7,델타 페스티벌,FESTIVAL,"마르세유 프라도 해변에서 열리는 대형 여름 페스티벌입니다. 음악과 해변 축제 분위기가 결합된 여름 이벤트로, 젊은 여행자에게 인기 있는 시즌 행사입니다.",https://delta-festival.com/,true,55
EUROPE,FR,프랑스,마르세유,"구항, 해안가, 마르세유 도심 일대",7,프랑스 혁명기념일 마르세유 시즌,NATIONAL_HOLIDAY,7월 14일 프랑스 혁명기념일을 맞아 마르세유 도심과 해안가에서 기념 분위기를 느낄 수 있는 국가 기념일 시즌입니다.,https://www.marseille.fr/,true,56
EUROPE,FR,프랑스,마르세유,마르세유 도심 공연장 및 축제 공간 일대,10,피에스타 데 쉬드,FESTIVAL,"마르세유의 대표적인 남부 문화 페스티벌로, 음악과 지중해권 문화 분위기를 함께 즐길 수 있는 가을 축제입니다.",https://fiestadessuds.com/,true,57
EUROPE,FR,프랑스,마르세유,"카네비에르 거리, 구항 주변, 도심 일대",11,마르세유 산통 박람회,TRADITION,마르세유의 전통 성탄 장식 인형인 산통을 전시·판매하는 오래된 전통 박람회입니다. 11월부터 연말까지 마르세유의 겨울 분위기를 보여줍니다.,https://www.marseille-tourisme.com/en/vivez-marseille/blog-marseille/christmas-in-marseille/,true,58
EUROPE,FR,프랑스,마르세유,"구항, 카네비에르 거리, 도심 크리스마스 장식 일대",11,마르세유 크리스마스 시즌,SEASON,"마르세유 도심이 크리스마스 조명과 겨울 장식, 연말 행사로 꾸며지는 시즌입니다. 산통 박람회와 함께 연말 분위기를 느끼기 좋습니다.",https://www.marseille-tourisme.com/en/vivez-marseille/blog-marseille/christmas-in-marseille/,true,59
EUROPE,FR,프랑스,마르세유,"카네비에르 거리, 구항 주변, 도심 일대",12,마르세유 산통 박람회,TRADITION,12월 마르세유에서 전통 산통 인형과 크리스마스 장식을 만날 수 있는 대표적인 겨울 전통 행사입니다.,https://www.marseille-tourisme.com/en/vivez-marseille/blog-marseille/christmas-in-marseille/,true,60
EUROPE,FR,프랑스,마르세유,"구항, 카네비에르 거리, 도심 크리스마스 장식 일대",12,마르세유 크리스마스 시즌,SEASON,"12월 마르세유 도심에서 크리스마스 조명, 마켓, 겨울 장식을 즐길 수 있는 연말 시즌 이벤트입니다.",https://www.marseille-tourisme.com/en/vivez-marseille/blog-marseille/christmas-in-marseille/,true,61
EUROPE,DE,독일,프랑크푸르트,"시내 중심가, 뢰머베르크 일대",2,프랑크푸르트 카니발,TRADITION,사순절 전 카니발 시즌에 맞춰 열리는 프랑크푸르트의 전통 퍼레이드 행사입니다. 개최일은 부활절·사순절 일정에 따라 해마다 달라질 수 있어 방문 전 공식 일정을 확인하는 것이 좋습니다.,https://www.grosser-rat.de/fastnachtszug/,true,62
EUROPE,DE,독일,프랑크푸르트,라츠베크 축제장,3,프랑크푸르트 봄 디페메스,FESTIVAL,"프랑크푸르트 대표 민속 축제인 디페메스의 봄 시즌으로, 놀이기구와 먹거리, 가족형 축제 분위기를 즐길 수 있습니다. 봄 디페메스는 보통 부활절 전후에 열려 3월 말부터 4월까지 이어질 수 있습니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/dippemess,true,63
EUROPE,DE,독일,프랑크푸르트,라츠베크 축제장,4,프랑크푸르트 봄 디페메스,FESTIVAL,"프랑크푸르트 대표 민속 축제인 디페메스의 봄 시즌으로, 놀이기구와 먹거리, 가족형 축제 분위기를 즐길 수 있습니다. 봄 디페메스는 보통 부활절 전후에 열려 3월 말부터 4월까지 이어질 수 있습니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/dippemess,true,64
EUROPE,DE,독일,프랑크푸르트,도시 숲(Stadtwald) 내 오버포르스트하우스(Oberforsthaus) 주변,5,벨트헤스탁 / 프랑크푸르트 도시 숲 축제,TRADITION,성령강림절 무렵 프랑크푸르트 도시 숲에서 열리는 전통 민속 축제입니다. 개최일은 성령강림절 일정에 따라 해마다 달라질 수 있어 방문 전 공식 일정을 확인하는 것이 좋습니다.,https://www.visitfrankfurt.travel/en/experience/festival-and-events/waeldchestag,true,65
EUROPE,DE,독일,프랑크푸르트,프레스가스 거리와 오페라 광장 일대,5,프레스가스 거리 축제,STREET_FESTIVAL,"프랑크푸르트 중심가의 프레스가스 거리에서 열리는 거리 축제로, 음식과 음료, 음악, 도심 산책 분위기를 함께 즐길 수 있습니다.",https://fressgassfest.de/startseite/,true,66
EUROPE,DE,독일,프랑크푸르트,오스트하펜 항구 일대,7,오스트하펜 페스티벌,CULTURAL_FESTIVAL,"프랑크푸르트 동부 항구 지역에서 열리는 항구·음악·문화 축제로, 라이브 무대와 항구 체험, 가족 프로그램이 함께 진행됩니다.",https://www.osthafenfestival.de/das-osthafenfestival/,true,67
EUROPE,DE,독일,프랑크푸르트,마인카이와 파흐토어 일대,7,프랑크푸르트 마인 페스트,FESTIVAL,"마인강변에서 열리는 프랑크푸르트의 전통 여름 축제로, 강변 축제와 먹거리, 놀이시설, 불꽃놀이가 함께 어우러집니다. 일정은 보통 7월 말부터 8월 초까지 이어집니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/main-festival,true,68
EUROPE,DE,독일,프랑크푸르트,마인강 양안 박물관 지구,8,박물관 강변 축제,CULTURAL_FESTIVAL,"마인강변 박물관 지구에서 열리는 프랑크푸르트 대표 문화 축제로, 박물관 프로그램과 공연, 음식, 야외 행사가 함께 진행됩니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/museum-embankment-festival,true,69
EUROPE,DE,독일,프랑크푸르트,마인카이와 파흐토어 일대,8,프랑크푸르트 마인 페스트,FESTIVAL,"마인강변에서 열리는 프랑크푸르트의 전통 여름 축제로, 강변 축제와 먹거리, 놀이시설, 불꽃놀이가 함께 어우러집니다. 일정은 보통 7월 말부터 8월 초까지 이어집니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/main-festival,true,70
EUROPE,DE,독일,프랑크푸르트,로스마르크트 일대,8,프랑크푸르트 애플와인 축제,FOOD_FESTIVAL,"헤센 지역의 대표 음료인 애플와인을 중심으로 열리는 음식 축제로, 지역 음식과 애플와인, 무대 프로그램을 함께 즐길 수 있습니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/frankfurt-apple-wine-festival,true,71
EUROPE,DE,독일,프랑크푸르트,라츠베크 축제장,9,프랑크푸르트 가을 디페메스,FESTIVAL,"디페메스의 가을 시즌으로, 봄 축제보다 전통적인 가족형 민속 축제 분위기가 강한 프랑크푸르트의 대표 가을 행사입니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/dippemess/autumn-dippemess,true,72
EUROPE,DE,독일,프랑크푸르트,도이체 방크 파크 인근 축제장,9,프랑크푸르트 옥토버페스트,FESTIVAL,뮌헨 옥토버페스트 분위기를 프랑크푸르트에서 즐길 수 있는 가을 맥주 축제입니다. 축제 기간은 9월부터 10월 초까지 이어질 수 있습니다.,https://frankfurter-oktoberfest.de/,true,73
EUROPE,DE,독일,프랑크푸르트,뢰머베르크와 구시가지 일대,10,뢰머베르크 재즈 시즌,CULTURE,독일 통일의 날을 전후해 프랑크푸르트 구시가지와 뢰머베르크 일대가 재즈 공연 무대로 바뀌는 문화 행사입니다.,https://www.visitfrankfurt.travel/en/experience/festival-and-events/jazz-on-the-third,true,74
EUROPE,DE,독일,프랑크푸르트,도이체 방크 파크 인근 축제장,10,프랑크푸르트 옥토버페스트,FESTIVAL,뮌헨 옥토버페스트 분위기를 프랑크푸르트에서 즐길 수 있는 가을 맥주 축제입니다. 축제 기간은 9월부터 10월 초까지 이어질 수 있습니다.,https://frankfurter-oktoberfest.de/,true,75
EUROPE,DE,독일,프랑크푸르트,뢰머베르크과 파울스플라츠 일대,12,프랑크푸르트 크리스마스 마켓 시즌,SEASON,"뢰머베르크과 구시가지 일대에서 열리는 독일 대표 크리스마스 마켓 시즌으로, 전통 장식과 먹거리, 겨울 분위기를 즐길 수 있습니다.",https://www.visitfrankfurt.travel/en/experience/festival-and-events/frankfurt-christmas-market,true,76
